Town,date,Count,Tests
Berkley,2020-06-17,68,591
Berlin,2020-06-17,20,225
Bernardston,2020-06-17,6,133
Beverly,2020-06-17,604,3630
Billerica,2020-06-17,535,3905
Blackstone,2020-06-17,46,662
Blandford,2020-06-17,3,49
Bolton,2020-06-17,11,284
Boston,2020-06-17,13783,75465
Bourne,2020-06-17,152,1663
Boxborough,2020-06-17,24,333
Boxford,2020-06-17,39,487
Boylston,2020-06-17,20,336
Braintree,2020-06-17,808,4276
Brewster,2020-06-17,103,722
Bridgewater,2020-06-17,356,3692
Brimfield,2020-06-17,6,184
Brockton,2020-06-17,4172,16109
Brookfield,2020-06-17,19,200
Brookline,2020-06-17,379,3703
Buckland,2020-06-17,8,21
Burlington,2020-06-17,264,2261
Cambridge,2020-06-17,967,15237
Canton,2020-06-17,282,2633
Carlisle,2020-06-17,15,253
Carver,2020-06-17,57,870
Charlemont,2020-06-17,3,67
Charlton,2020-06-17,74,1196
Chatham,2020-06-17,18,459
Chelmsford,2020-06-17,331,3858
Chelsea,2020-06-17,2885,7778
Cheshire,2020-06-17,3,189
Chester,2020-06-17,3,68
Chesterfield,2020-06-17,3,61
Chicopee,2020-06-17,422,4402
Chilmark,2020-06-17,3,124
Clarksburg,2020-06-17,7,74
Clinton,2020-06-17,241,1545
Cohasset,2020-06-17,25,460
Colrain,2020-06-17,3,75
Concord,2020-06-17,172,2382
Conway,2020-06-17,3,106
Cummington,2020-06-17,3,57
Dalton,2020-06-17,11,486
Danvers,2020-06-17,719,3939
Dartmouth,2020-06-17,379,3851
Dedham,2020-06-17,399,2749
Deerfield,2020-06-17,9,276
Dennis,2020-06-17,95,1055
Dighton,2020-06-17,68,656
Douglas,2020-06-17,45,549
Dover,2020-06-17,18,269
Dracut,2020-06-17,456,3937
Dudley,2020-06-17,83,707
Dunstable,2020-06-17,10,206
Duxbury,2020-06-17,108,1461
East Bridgewater,2020-06-17,176,1324
East Brookfield,2020-06-17,14,107
East Longmeadow,2020-06-17,270,1530
Eastham,2020-06-17,10,258
Easthampton,2020-06-17,82,1097
Easton,2020-06-17,269,2156
Edgartown,2020-06-17,7,495
Egremont,2020-06-17,5,56
Erving,2020-06-17,6,117
Essex,2020-06-17,23,236
Everett,2020-06-17,1724,6365
Fairhaven,2020-06-17,240,2140
Fall River,2020-06-17,1543,11787
Falmouth,2020-06-17,195,3156
Fitchburg,2020-06-17,776,5433
Florida,2020-06-17,3,31
Foxborough,2020-06-17,112,1370
Framingham,2020-06-17,1707,8487
Franklin,2020-06-17,131,2107
Freetown,2020-06-17,96,757
Gardner,2020-06-17,190,3305
Georgetown,2020-06-17,55,552
Gill,2020-06-17,3,72
Gloucester,2020-06-17,257,2008
Goshen,2020-06-17,3,26
Gosnold,2020-06-17,0,0
Grafton,2020-06-17,94,1261
Granby,2020-06-17,28,318
Granville,2020-06-17,10,102
Great Barrington,2020-06-17,72,855
Greenfield,2020-06-17,200,1545
Groton,2020-06-17,41,782
Groveland,2020-06-17,32,487
Hadley,2020-06-17,42,546
Halifax,2020-06-17,56,617
Hamilton,2020-06-17,36,471
Hampden,2020-06-17,91,418
Hancock,2020-06-17,3,14
Hanover,2020-06-17,70,1009
Hanson,2020-06-17,105,864
Hardwick,2020-06-17,9,160
Harvard,2020-06-17,18,306
Harwich,2020-06-17,120,987
Hatfield,2020-06-17,17,213
Haverhill,2020-06-17,1209,7869
Hawley,2020-06-17,0,5
Heath,2020-06-17,0,22
Hingham,2020-06-17,269,2102
Hinsdale,2020-06-17,3,141
Holbrook,2020-06-17,194,1174
Holden,2020-06-17,115,1728
Holland,2020-06-17,8,96
Holliston,2020-06-17,56,989
Holyoke,2020-06-17,899,4673
Hopedale,2020-06-17,41,634
Hopkinton,2020-06-17,121,1229
Hubbardston,2020-06-17,6,287
Hudson,2020-06-17,185,1590
Hull,2020-06-17,50,732
Huntington,2020-06-17,14,135
Ipswich,2020-06-17,71,1114
Kingston,2020-06-17,136,1238
Lakeville,2020-06-17,58,833
Lancaster,2020-06-17,101,652
Lanesborough,2020-06-17,8,187
Lawrence,2020-06-17,3443,13689
Lee,2020-06-17,20,491
Leicester,2020-06-17,149,1042
Lenox,2020-06-17,13,701
Leominster,2020-06-17,667,5286
Leverett,2020-06-17,3,102
Lexington,2020-06-17,322,2338
Leyden,2020-06-17,0,5
Lincoln,2020-06-17,38,588
Littleton,2020-06-17,99,714
Longmeadow,2020-06-17,213,1250
Lowell,2020-06-17,2807,17581
Ludlow,2020-06-17,124,1702
Lunenburg,2020-06-17,61,880
Lynn,2020-06-17,3548,13185
Lynnfield,2020-06-17,93,1027
Malden,2020-06-17,1211,7115
Manchester,2020-06-17,20,252
Mansfield,2020-06-17,163,1856
Marblehead,2020-06-17,228,1671
Marion,2020-06-17,13,542
Marlborough,2020-06-17,966,5142
Marshfield,2020-06-17,164,1939
Mashpee,2020-06-17,60,1360
Mattapoisett,2020-06-17,34,445
Maynard,2020-06-17,69,870
Medfield,2020-06-17,36,764
Medford,2020-06-17,1014,6499
Medway,2020-06-17,117,898
Melrose,2020-06-17,240,2394
Mendon,2020-06-17,30,376
Merrimac,2020-06-17,36,502
Methuen,2020-06-17,995,6115
Middleborough,2020-06-17,263,2492
Middlefield,2020-06-17,0,11
Middleton,2020-06-17,163,951
Milford,2020-06-17,636,3318
Millbury,2020-06-17,207,1314
Millis,2020-06-17,48,589
Millville,2020-06-17,19,217
Milton,2020-06-17,299,2168
Monroe,2020-06-17,0,6
Monson,2020-06-17,35,466
Montague,2020-06-17,27,580
Monterey,2020-06-17,0,32
Montgomery,2020-06-17,3,10
Mount Washington,2020-06-17,0,2
Nahant,2020-06-17,40,309
Nantucket,2020-06-17,13,842
Natick,2020-06-17,412,2769
Needham,2020-06-17,328,2400
New Ashford,2020-06-17,0,8
New Bedford,2020-06-17,2052,12908
New Braintree,2020-06-17,3,51
New Marlborough,2020-06-17,7,59
New Salem,2020-06-17,3,58
Newbury,2020-06-17,14,420
Newburyport,2020-06-17,98,1809
Newton,2020-06-17,765,7604
Norfolk,2020-06-17,25,1698
North Adams,2020-06-17,46,762
North Andover,2020-06-17,339,3229
North Attleborough,2020-06-17,249,2102
North Brookfield,2020-06-17,16,273
North Reading,2020-06-17,187,1143
Northampton,2020-06-17,271,2674
Northborough,2020-06-17,223,1393
Northbridge,2020-06-17,310,1716
Northfield,2020-06-17,3,162
Norton,2020-06-17,132,1535
Norwell,2020-06-17,119,832
Norwood,2020-06-17,568,3667
Oak Bluffs,2020-06-17,5,427
Oakham,2020-06-17,7,123
Orange,2020-06-17,40,663
Orleans,2020-06-17,16,370
Otis,2020-06-17,3,81
Oxford,2020-06-17,79,966
Palmer,2020-06-17,48,771
Paxton,2020-06-17,33,318
Peabody,2020-06-17,969,5625
Pelham,2020-06-17,3,74
Pembroke,2020-06-17,91,1286
Pepperell,2020-06-17,52,693
Peru,2020-06-17,3,49
Petersham,2020-06-17,7,102
Phillipston,2020-06-17,15,126
Pittsfield,2020-06-17,171,4200
Plainfield,2020-06-17,3,35
Plainville,2020-06-17,64,691
Plymouth,2020-06-17,595,5705
Plympton,2020-06-17,11,193
Princeton,2020-06-17,6,241
Provincetown,2020-06-17,22,305
Quincy,2020-06-17,1120,9012
Randolph,2020-06-17,938,4650
Raynham,2020-06-17,237,1593
Reading,2020-06-17,293,2239
Rehoboth,2020-06-17,61,751
Revere,2020-06-17,1733,7303
Richmond,2020-06-17,5,68
Rochester,2020-06-17,34,424
Rockland,2020-06-17,281,1758
Rockport,2020-06-17,82,477
Rowe,2020-06-17,0,19
Rowley,2020-06-17,54,502
Royalston,2020-06-17,3,67
Russell,2020-06-17,11,92
Rutland,2020-06-17,52,607
Salem,2020-06-17,620,4434
Salisbury,2020-06-17,52,662
Sandisfield,2020-06-17,3,125
Sandwich,2020-06-17,93,1308
Saugus,2020-06-17,553,3136
Savoy,2020-06-17,3,32
Scituate,2020-06-17,184,1367
Seekonk,2020-06-17,81,879
Sharon,2020-06-17,150,1346
Sheffield,2020-06-17,15,183
Shelburne,2020-06-17,8,227
Sherborn,2020-06-17,13,196
Shirley,2020-06-17,175,2345
Shrewsbury,2020-06-17,315,3015
Shutesbury,2020-06-17,3,70
Somerset,2020-06-17,200,2310
Somerville,2020-06-17,921,10527
South Hadley,2020-06-17,142,1084
Southampton,2020-06-17,30,354
Southborough,2020-06-17,41,662
Southbridge,2020-06-17,156,1056
Southwick,2020-06-17,49,615
Spencer,2020-06-17,49,816
Springfield,2020-06-17,2697,14797
Sterling,2020-06-17,119,736
Stockbridge,2020-06-17,14,154
Stoneham,2020-06-17,369,2586
Stoughton,2020-06-17,600,3362
Stow,2020-06-17,27,414
Sturbridge,2020-06-17,42,434
Sudbury,2020-06-17,194,1499
Sunderland,2020-06-17,9,177
Sutton,2020-06-17,53,568
Swampscott,2020-06-17,128,1523
Swansea,2020-06-17,132,1628
Taunton,2020-06-17,962,6667
Templeton,2020-06-17,122,822
Tewksbury,2020-06-17,574,3718
Tisbury,2020-06-17,7,629
Tolland,2020-06-17,3,9
Topsfield,2020-06-17,112,581
Townsend,2020-06-17,32,594
Truro,2020-06-17,10,122
Tyngsborough,2020-06-17,90,1041
Tyringham,2020-06-17,3,20
Upton,2020-06-17,24,406
Uxbridge,2020-06-17,74,939
Wakefield,2020-06-17,309,2899
Wales,2020-06-17,3,80
Walpole,2020-06-17,231,2564
Waltham,2020-06-17,1218,6114
Ware,2020-06-17,31,625
Wareham,2020-06-17,210,2158
Warren,2020-06-17,22,234
Warwick,2020-06-17,0,43
Washington,2020-06-17,3,27
Watertown,2020-06-17,384,2994
Wayland,2020-06-17,106,1100
Webster,2020-06-17,216,1874
Wellesley,2020-06-17,231,1957
Wellfleet,2020-06-17,3,156
Wendell,2020-06-17,0,43
Wenham,2020-06-17,19,229
West Boylston,2020-06-17,43,672
West Bridgewater,2020-06-17,142,762
West Brookfield,2020-06-17,18,406
West Newbury,2020-06-17,10,224
West Springfield,2020-06-17,360,2490
West Stockbridge,2020-06-17,5,70
West Tisbury,2020-06-17,7,194
Westborough,2020-06-17,336,1820
Westfield,2020-06-17,433,3139
Westford,2020-06-17,138,1734
Westhampton,2020-06-17,5,65
Westminster,2020-06-17,32,564
Weston,2020-06-17,108,1060
Westport,2020-06-17,96,1373
Westwood,2020-06-17,121,1219
Weymouth,2020-06-17,698,5416
Whately,2020-06-17,5,46
Whitman,2020-06-17,186,1302
Wilbraham,2020-06-17,221,1156
Williamsburg,2020-06-17,10,228
Williamstown,2020-06-17,82,647
Wilmington,2020-06-17,326,2039
Winchendon,2020-06-17,88,990
Winchester,2020-06-17,115,1824
Windsor,2020-06-17,0,43
Winthrop,2020-06-17,251,1767
Woburn,2020-06-17,613,4065
Worcester,2020-06-17,5112,25536
Worthington,2020-06-17,0,63
Wrentham,2020-06-17,191,1385
Yarmouth,2020-06-17,111,1831
Abington,2020-06-24,233,1733
Acton,2020-06-24,157,1830
Acushnet,2020-06-24,88,997
Adams,2020-06-24,35,530
Agawam,2020-06-24,452,2901
Alford,2020-06-24,3,21
Amesbury,2020-06-24,178,1606
Amherst,2020-06-24,94,1823
Andover,2020-06-24,305,3373
Aquinnah,2020-06-24,3,37
Arlington,2020-06-24,304,3733
Ashburnham,2020-06-24,32,493
Ashby,2020-06-24,15,229
Ashfield,2020-06-24,3,79
Ashland,2020-06-24,247,1741
Athol,2020-06-24,63,1243
Attleboro,2020-06-24,654,4385
Auburn,2020-06-24,213,1738
Avon,2020-06-24,72,502
Ayer,2020-06-24,136,2075
Barnstable,2020-06-24,362,3910
Barre,2020-06-24,62,451
Becket,2020-06-24,14,121
Bedford,2020-06-24,247,4575
Belchertown,2020-06-24,102,1017
Bellingham,2020-06-24,125,1279
Belmont,2020-06-24,230,2049
Berkley,2020-06-24,70,635
Berlin,2020-06-24,20,256
Bernardston,2020-06-24,6,164
Beverly,2020-06-24,609,4007
Billerica,2020-06-24,539,4205
Blackstone,2020-06-24,47,712
Blandford,2020-06-24,3,56
Bolton,2020-06-24,11,340
Boston,2020-06-24,13897,82575
Bourne,2020-06-24,154,1821
Boxborough,2020-06-24,25,372
Boxford,2020-06-24,41,555
Boylston,2020-06-24,20,364
Braintree,2020-06-24,812,4578
Brewster,2020-06-24,103,855
Bridgewater,2020-06-24,359,3845
Brimfield,2020-06-24,6,208
Brockton,2020-06-24,4197,16772
Brookfield,2020-06-24,19,214
Brookline,2020-06-24,386,4453
Buckland,2020-06-24,8,24
Burlington,2020-06-24,265,2497
Cambridge,2020-06-24,975,17593
Canton,2020-06-24,285,2792
Carlisle,2020-06-24,15,321
Carver,2020-06-24,58,943
Charlemont,2020-06-24,3,83
Charlton,2020-06-24,75,1277
Chatham,2020-06-24,18,556
Chelmsford,2020-06-24,333,4178
Chelsea,2020-06-24,2907,8102
Cheshire,2020-06-24,3,208
Chester,2020-06-24,3,80
Chesterfield,2020-06-24,3,67
Chicopee,2020-06-24,433,4827
Chilmark,2020-06-24,3,191
Clarksburg,2020-06-24,7,84
Clinton,2020-06-24,245,1683
Cohasset,2020-06-24,25,501
Colrain,2020-06-24,3,93
Concord,2020-06-24,173,2581
Conway,2020-06-24,3,126
Cummington,2020-06-24,3,63
Dalton,2020-06-24,13,544
Danvers,2020-06-24,725,4151
Dartmouth,2020-06-24,386,4084
Dedham,2020-06-24,399,2967
Deerfield,2020-06-24,10,343
Dennis,2020-06-24,96,1197
Dighton,2020-06-24,67,687
Douglas,2020-06-24,46,595
Dover,2020-06-24,18,319
Dracut,2020-06-24,459,4229
Dudley,2020-06-24,93,772
Dunstable,2020-06-24,10,232
Duxbury,2020-06-24,111,1570
East Bridgewater,2020-06-24,177,1383
East Brookfield,2020-06-24,14,122
East Longmeadow,2020-06-24,271,1661
Eastham,2020-06-24,10,350
Easthampton,2020-06-24,83,1272
Easton,2020-06-24,269,2309
Edgartown,2020-06-24,7,625
Egremont,2020-06-24,5,68
Erving,2020-06-24,6,132
Essex,2020-06-24,24,260
Everett,2020-06-24,1747,6774
Fairhaven,2020-06-24,240,2268
Fall River,2020-06-24,1566,12348
Falmouth,2020-06-24,201,3503
Fitchburg,2020-06-24,786,5768
Florida,2020-06-24,3,36
Foxborough,2020-06-24,112,1467
Framingham,2020-06-24,1720,8929
Franklin,2020-06-24,132,2261
Freetown,2020-06-24,97,820
Gardner,2020-06-24,193,3519
Georgetown,2020-06-24,56,609
Gill,2020-06-24,3,79
Gloucester,2020-06-24,257,2225
Goshen,2020-06-24,3,26
Gosnold,2020-06-24,0,0
Grafton,2020-06-24,94,1377
Granby,2020-06-24,28,350
Granville,2020-06-24,10,116
Great Barrington,2020-06-24,72,1054
Greenfield,2020-06-24,201,1832
Groton,2020-06-24,43,872
Groveland,2020-06-24,33,537
Hadley,2020-06-24,43,596
Halifax,2020-06-24,56,665
Hamilton,2020-06-24,36,525
Hampden,2020-06-24,96,454
Hancock,2020-06-24,3,14
Hanover,2020-06-24,74,1107
Hanson,2020-06-24,108,932
Hardwick,2020-06-24,9,171
Harvard,2020-06-24,18,356
Harwich,2020-06-24,123,1304
Hatfield,2020-06-24,17,237
Haverhill,2020-06-24,1217,8413
Hawley,2020-06-24,0,5
Heath,2020-06-24,0,25
Hingham,2020-06-24,275,2270
Hinsdale,2020-06-24,3,177
Holbrook,2020-06-24,193,1259
Holden,2020-06-24,119,1896
Holland,2020-06-24,8,111
Holliston,2020-06-24,56,1101
Holyoke,2020-06-24,905,5329
Hopedale,2020-06-24,42,661
Hopkinton,2020-06-24,121,1397
Hubbardston,2020-06-24,6,314
Hudson,2020-06-24,191,1755
Hull,2020-06-24,50,806
Huntington,2020-06-24,14,153
Ipswich,2020-06-24,71,1220
Kingston,2020-06-24,136,1327
Lakeville,2020-06-24,59,895
Lancaster,2020-06-24,100,706
Lanesborough,2020-06-24,8,205
Lawrence,2020-06-24,3515,14691
Lee,2020-06-24,19,545
Leicester,2020-06-24,151,1105
Lenox,2020-06-24,13,755
Leominster,2020-06-24,680,5648
Leverett,2020-06-24,3,124
Lexington,2020-06-24,321,2579
Leyden,2020-06-24,0,10
Lincoln,2020-06-24,38,658
Littleton,2020-06-24,98,799
Longmeadow,2020-06-24,214,1385
Lowell,2020-06-24,2854,18501
Ludlow,2020-06-24,124,1835
Lunenburg,2020-06-24,62,977
Lynn,2020-06-24,3604,14107
Lynnfield,2020-06-24,93,1125
Malden,2020-06-24,1222,7793
Manchester,2020-06-24,20,290
Mansfield,2020-06-24,163,1988
Marblehead,2020-06-24,228,1975
Marion,2020-06-24,13,585
Marlborough,2020-06-24,984,5461
Marshfield,2020-06-24,168,2095
Mashpee,2020-06-24,63,1497
Mattapoisett,2020-06-24,35,511
Maynard,2020-06-24,70,967
Medfield,2020-06-24,36,848
Medford,2020-06-24,1020,7225
Medway,2020-06-24,118,987
Melrose,2020-06-24,242,2731
Mendon,2020-06-24,30,408
Merrimac,2020-06-24,36,544
Methuen,2020-06-24,1004,6519
Middleborough,2020-06-24,264,2654
Middlefield,2020-06-24,0,12
Middleton,2020-06-24,163,1022
Milford,2020-06-24,641,3480
Millbury,2020-06-24,210,1424
Millis,2020-06-24,48,636
Millville,2020-06-24,19,233
Milton,2020-06-24,300,2381
Monroe,2020-06-24,0,6
Monson,2020-06-24,36,528
Montague,2020-06-24,28,713
Monterey,2020-06-24,0,53
Montgomery,2020-06-24,3,12
Mount Washington,2020-06-24,0,2
Nahant,2020-06-24,40,333
Nantucket,2020-06-24,13,970
Natick,2020-06-24,413,3021
Needham,2020-06-24,329,2664
New Ashford,2020-06-24,0,8
New Bedford,2020-06-24,2095,13668
New Braintree,2020-06-24,3,54
New Marlborough,2020-06-24,7,64
New Salem,2020-06-24,3,65
Newbury,2020-06-24,13,483
Newburyport,2020-06-24,97,2008
Newton,2020-06-24,767,8536
Norfolk,2020-06-24,27,1764
North Adams,2020-06-24,46,855
North Andover,2020-06-24,340,3535
North Attleborough,2020-06-24,252,2223
North Brookfield,2020-06-24,16,297
North Reading,2020-06-24,187,1269
Northampton,2020-06-24,273,3120
Northborough,2020-06-24,223,1516
Northbridge,2020-06-24,311,1837
Northfield,2020-06-24,3,183
Norton,2020-06-24,133,1613
Norwell,2020-06-24,121,891
Norwood,2020-06-24,576,3852
Oak Bluffs,2020-06-24,5,507
Oakham,2020-06-24,7,127
Orange,2020-06-24,40,719
Orleans,2020-06-24,16,462
Otis,2020-06-24,3,94
Oxford,2020-06-24,80,1039
Palmer,2020-06-24,48,862
Paxton,2020-06-24,33,352
Peabody,2020-06-24,976,6028
Pelham,2020-06-24,3,87
Pembroke,2020-06-24,92,1385
Pepperell,2020-06-24,52,746
Peru,2020-06-24,3,52
Petersham,2020-06-24,7,110
Phillipston,2020-06-24,15,133
Pittsfield,2020-06-24,174,4548
Plainfield,2020-06-24,3,38
Plainville,2020-06-24,64,731
Plymouth,2020-06-24,598,6120
Plympton,2020-06-24,11,208
Princeton,2020-06-24,6,260
Provincetown,2020-06-24,22,604
Quincy,2020-06-24,1129,9855
Randolph,2020-06-24,942,4898
Raynham,2020-06-24,238,1638
Reading,2020-06-24,296,2488
Rehoboth,2020-06-24,62,806
Revere,2020-06-24,1748,7812
Richmond,2020-06-24,5,81
Rochester,2020-06-24,34,465
Rockland,2020-06-24,283,1870
Rockport,2020-06-24,82,525
Rowe,2020-06-24,0,20
Rowley,2020-06-24,58,580
Royalston,2020-06-24,3,77
Russell,2020-06-24,11,100
Rutland,2020-06-24,53,664
Salem,2020-06-24,625,4833
Salisbury,2020-06-24,52,733
Sandisfield,2020-06-24,3,136
Sandwich,2020-06-24,94,1438
Saugus,2020-06-24,556,3434
Savoy,2020-06-24,3,34
Scituate,2020-06-24,186,1485
Seekonk,2020-06-24,82,944
Sharon,2020-06-24,154,1501
Sheffield,2020-06-24,15,212
Shelburne,2020-06-24,8,284
Sherborn,2020-06-24,14,255
Shirley,2020-06-24,177,2392
Shrewsbury,2020-06-24,317,3362
Shutesbury,2020-06-24,3,101
Somerset,2020-06-24,201,2428
Somerville,2020-06-24,951,12217
South Hadley,2020-06-24,144,1178
Southampton,2020-06-24,30,379
Southborough,2020-06-24,41,743
Southbridge,2020-06-24,163,1131
Southwick,2020-06-24,51,684
Spencer,2020-06-24,49,876
Springfield,2020-06-24,2754,16043
Sterling,2020-06-24,120,788
Stockbridge,2020-06-24,14,175
Stoneham,2020-06-24,374,2826
Stoughton,2020-06-24,602,3525
Stow,2020-06-24,27,472
Sturbridge,2020-06-24,42,482
Sudbury,2020-06-24,197,1634
Sunderland,2020-06-24,9,221
Sutton,2020-06-24,50,619
Swampscott,2020-06-24,128,1653
Swansea,2020-06-24,133,1732
Taunton,2020-06-24,964,6945
Templeton,2020-06-24,122,890
Tewksbury,2020-06-24,582,3944
Tisbury,2020-06-24,8,811
Tolland,2020-06-24,3,9
Topsfield,2020-06-24,114,634
Townsend,2020-06-24,35,672
Truro,2020-06-24,10,198
Tyngsborough,2020-06-24,92,1154
Tyringham,2020-06-24,3,23
Upton,2020-06-24,24,462
Uxbridge,2020-06-24,77,1022
Wakefield,2020-06-24,313,3162
Wales,2020-06-24,3,94
Walpole,2020-06-24,232,2708
Waltham,2020-06-24,1227,6624
Ware,2020-06-24,31,703
Wareham,2020-06-24,211,2324
Warren,2020-06-24,22,269
Warwick,2020-06-24,0,48
Washington,2020-06-24,3,29
Watertown,2020-06-24,388,3325
Wayland,2020-06-24,106,1205
Webster,2020-06-24,248,1976
Wellesley,2020-06-24,232,2127
Wellfleet,2020-06-24,3,251
Wendell,2020-06-24,0,60
Wenham,2020-06-24,19,253
West Boylston,2020-06-24,43,759
West Bridgewater,2020-06-24,142,807
West Brookfield,2020-06-24,19,439
West Newbury,2020-06-24,10,282
West Springfield,2020-06-24,362,2686
West Stockbridge,2020-06-24,5,93
West Tisbury,2020-06-24,7,256
Westborough,2020-06-24,336,1958
Westfield,2020-06-24,439,3425
Westford,2020-06-24,139,1908
Westhampton,2020-06-24,6,77
Westminster,2020-06-24,32,642
Weston,2020-06-24,108,1167
Westport,2020-06-24,97,1482
Westwood,2020-06-24,126,1339
Weymouth,2020-06-24,715,5841
Whately,2020-06-24,5,46
Whitman,2020-06-24,187,1381
Wilbraham,2020-06-24,223,1262
Williamsburg,2020-06-24,10,292
Williamstown,2020-06-24,82,720
Wilmington,2020-06-24,327,2234
Winchendon,2020-06-24,88,1067
Winchester,2020-06-24,118,2085
Windsor,2020-06-24,0,50
Winthrop,2020-06-24,253,1906
Woburn,2020-06-24,621,4445
Worcester,2020-06-24,5165,27250
Worthington,2020-06-24,0,69
Wrentham,2020-06-24,191,1453
Yarmouth,2020-06-24,113,2037
Abington,2020-07-01,235,2460
Acton,2020-07-01,159,2587
Acushnet,2020-07-01,92,1309
Adams,2020-07-01,35,645
Agawam,2020-07-01,455,4493
Alford,2020-07-01,3,26
Amesbury,2020-07-01,179,2221
Amherst,2020-07-01,94,2579
Andover,2020-07-01,315,4727
Aquinnah,2020-07-01,3,53
Arlington,2020-07-01,307,5347
Ashburnham,2020-07-01,32,676
Ashby,2020-07-01,15,310
Ashfield,2020-07-01,3,131
Ashland,2020-07-01,247,2386
Athol,2020-07-01,65,1742
Attleboro,2020-07-01,661,5893
Auburn,2020-07-01,214,2324
Avon,2020-07-01,73,723
Ayer,2020-07-01,140,3061
Barnstable,2020-07-01,365,5677
Barre,2020-07-01,62,653
Becket,2020-07-01,14,151
Bedford,2020-07-01,247,5455
Belchertown,2020-07-01,105,1453
Bellingham,2020-07-01,127,1819
Belmont,2020-07-01,229,3006
Berkley,2020-07-01,71,919
Berlin,2020-07-01,20,382
Bernardston,2020-07-01,7,202
Beverly,2020-07-01,608,6108
Billerica,2020-07-01,547,5826
Blackstone,2020-07-01,49,966
Blandford,2020-07-01,3,75
Bolton,2020-07-01,11,478
Boston,2020-07-01,13996,123141
Bourne,2020-07-01,155,2649
Boxborough,2020-07-01,25,511
Boxford,2020-07-01,42,814
Boylston,2020-07-01,20,498
Braintree,2020-07-01,812,6403
Brewster,2020-07-01,103,1221
Bridgewater,2020-07-01,357,5241
Brimfield,2020-07-01,6,282
Brockton,2020-07-01,4225,23551
Brookfield,2020-07-01,19,304
Brookline,2020-07-01,393,6703
Buckland,2020-07-01,8,39
Burlington,2020-07-01,267,3307
Cambridge,2020-07-01,975,23458
Canton,2020-07-01,286,3990
Carlisle,2020-07-01,17,451
Carver,2020-07-01,59,1386
Charlemont,2020-07-01,3,121
Charlton,2020-07-01,79,1725
Chatham,2020-07-01,18,790
Chelmsford,2020-07-01,335,5875
Chelsea,2020-07-01,2944,11933
Cheshire,2020-07-01,3,260
Chester,2020-07-01,3,107
Chesterfield,2020-07-01,3,78
Chicopee,2020-07-01,443,6541
Chilmark,2020-07-01,3,331
Clarksburg,2020-07-01,7,102
Clinton,2020-07-01,249,2262
Cohasset,2020-07-01,28,711
Colrain,2020-07-01,3,121
Concord,2020-07-01,170,3514
Conway,2020-07-01,3,171
Cummington,2020-07-01,3,92
Dalton,2020-07-01,16,689
Danvers,2020-07-01,737,6379
Dartmouth,2020-07-01,391,5380
Dedham,2020-07-01,405,4471
Deerfield,2020-07-01,10,506
Dennis,2020-07-01,96,1754
Dighton,2020-07-01,67,931
Douglas,2020-07-01,47,801
Dover,2020-07-01,18,475
Dracut,2020-07-01,465,5748
Dudley,2020-07-01,95,1149
Dunstable,2020-07-01,10,290
Duxbury,2020-07-01,114,2217
East Bridgewater,2020-07-01,180,1944
East Brookfield,2020-07-01,13,198
East Longmeadow,2020-07-01,273,2281
Eastham,2020-07-01,10,493
Easthampton,2020-07-01,85,1830
Easton,2020-07-01,274,3226
Edgartown,2020-07-01,8,925
Egremont,2020-07-01,5,84
Erving,2020-07-01,6,172
Essex,2020-07-01,24,375
Everett,2020-07-01,1765,9178
Fairhaven,2020-07-01,241,3023
Fall River,2020-07-01,1595,17089
Falmouth,2020-07-01,202,5084
Fitchburg,2020-07-01,795,7861
Florida,2020-07-01,3,45
Foxborough,2020-07-01,115,2556
Framingham,2020-07-01,1734,11748
Franklin,2020-07-01,136,3029
Freetown,2020-07-01,99,1094
Gardner,2020-07-01,195,5038
Georgetown,2020-07-01,60,923
Gill,2020-07-01,3,109
Gloucester,2020-07-01,257,3373
Goshen,2020-07-01,3,40
Gosnold,2020-07-01,0,0
Grafton,2020-07-01,95,1858
Granby,2020-07-01,28,514
